"Dato";"Kumulativt antall";"Nye tilfeller"
"2020-07-08";8948;11
"2020-07-09";8956;8
"2020-07-10";8969;13
"2020-07-11";8973;4
"2020-07-12";8978;5
"2020-07-13";8997;19
"2020-07-14";9005;8
"2020-07-15";9011;6
"2020-07-16";9015;4
"2020-07-17";9027;12
"2020-07-18";9028;1
"2020-07-19";9031;3
"2020-07-20";9052;21
"2020-07-21";9058;6
"2020-07-22";9080;22
"2020-07-23";9086;6
"2020-07-24";9110;24
"2020-07-25";9116;6
"2020-07-26";9125;9
"2020-07-27";9149;24
"2020-07-28";9165;16
"2020-07-29";9202;37
"2020-07-30";9225;23
"2020-07-31";9297;72
"2020-08-01";9310;13
"2020-08-02";9323;13
"2020-08-03";9361;38
"2020-08-04";9401;40
"2020-08-05";9467;66
"2020-08-06";9545;78
"2020-08-07";9624;79
"2020-08-08";9659;35
"2020-08-09";9693;34
"2020-08-10";9756;63
"2020-08-11";9798;42
"2020-08-12";9861;63
"2020-08-13";9915;54
"2020-08-14";9991;76
"2020-08-15";10034;43
"2020-08-16";10061;27
"2020-08-17";10135;74
"2020-08-18";10193;58
"2020-08-19";10253;60
"2020-08-20";10303;50
"2020-08-21";10356;53
"2020-08-22";10401;45
"2020-08-23";10420;19
"2020-08-24";10487;67
"2020-08-25";10529;42
"2020-08-26";10569;40
"2020-08-27";10620;51
"2020-08-28";10704;84
"2020-08-29";10745;41
"2020-08-30";10796;51
"2020-08-31";10944;148
"2020-09-01";11059;115
"2020-09-02";11160;101
"2020-09-03";11286;126
"2020-09-04";11405;119
"2020-09-05";11478;73
"2020-09-06";11538;60
"2020-09-07";11670;132
"2020-09-08";11783;113
"2020-09-09";11907;124
"2020-09-10";12039;132
"2020-09-11";12157;118
"2020-09-12";12224;67
"2020-09-13";12302;78
"2020-09-14";12405;103
"2020-09-15";12537;132
"2020-09-16";12674;137
"2020-09-17";12790;116
"2020-09-18";12884;94
"2020-09-19";12942;58
"2020-09-20";13019;77
"2020-09-21";13182;163
"2020-09-22";13283;101
"2020-09-23";13426;143
"2020-09-24";13559;133
"2020-09-25";13689;130
"2020-09-26";13751;62
"2020-09-27";13805;54
"2020-09-28";13929;124
"2020-09-29";14039;110
"2020-09-30";14157;118
"2020-10-01";14288;131
"2020-10-02";14422;134
"2020-10-03";14532;110
"2020-10-04";14621;89
"2020-10-05";14828;207
"2020-10-06";15026;198
"2020-10-07";15225;199
"2020-10-08";15393;168
"2020-10-09";15534;141
"2020-10-10";15599;65
"2020-10-11";15678;79
"2020-10-12";15843;165
"2020-10-13";15998;155
"2020-10-14";16160;162
"2020-10-15";16301;141
"2020-10-16";16439;138
"2020-10-17";16527;88
"2020-10-18";16620;93
"2020-10-19";16839;219
"2020-10-20";17027;188
"2020-10-21";17249;222
"2020-10-22";17535;286
"2020-10-23";17903;368
"2020-10-24";18133;230
"2020-10-25";18336;203
"2020-10-26";18819;483
"2020-10-27";19209;390
"2020-10-28";19722;513
"2020-10-29";20153;431
"2020-10-30";20770;617
"2020-10-31";21154;384
"2020-11-01";21476;322
"2020-11-02";22122;646
"2020-11-03";22803;681
"2020-11-04";23495;692
"2020-11-05";24095;600
"2020-11-06";24748;653
"2020-11-07";25137;389
"2020-11-08";25522;385
"2020-11-09";26225;703
"2020-11-10";26824;599
"2020-11-11";27486;662
"2020-11-12";28124;638
"2020-11-13";28820;696
"2020-11-14";29198;378
"2020-11-15";29603;405
"2020-11-16";30324;721
"2020-11-17";30959;635
"2020-11-18";31612;653
"2020-11-19";32175;563
"2020-11-20";32691;516
"2020-11-21";32977;286
"2020-11-22";33255;278
"2020-11-23";33861;606
"2020-11-24";34275;414
"2020-11-25";34714;439
"2020-11-26";34747;33
